timestamp,alert_type,source_ip,destination_host,user,failed_attempts,success_attempts,process_name,privilege_change,login_time,host_criticality,label,investigated,risk_score,risk_level
2024-01-04 22:58:00,PRIV_ESC,192.168.1.215,SERVER-10,alice,0,0,,1,night,low,1,False,0.7562906500495507,MEDIUM
2024-01-14 01:46:00,PRIV_ESC,192.168.1.215,SERVER-4,alice,0,0,,1,night,low,1,False,0.7562841023374804,MEDIUM
2024-01-21 18:15:00,PRIV_ESC,192.168.1.170,SERVER-3,bob,0,0,,1,day,high,1,False,0.7561776433761527,MEDIUM
2024-01-03 19:38:00,PRIV_ESC,192.168.1.244,SERVER-5,bob,0,0,,1,day,high,1,False,0.7560720159013654,MEDIUM
2024-01-09 08:37:00,PRIV_ESC,192.168.1.244,SERVER-8,bob,0,0,,1,day,medium,1,False,0.7559353822697171,MEDIUM
2024-01-12 08:31:00,PRIV_ESC,192.168.1.235,SERVER-2,alice,0,0,,1,day,low,1,False,0.7558982456103094,MEDIUM
2024-01-22 08:20:00,PRIV_ESC,192.168.1.32,SERVER-6,alice,0,0,,1,day,medium,1,False,0.755893698204924,MEDIUM
2024-01-30 06:40:00,PRIV_ESC,192.168.1.236,SERVER-8,bob,0,0,,1,day,medium,1,False,0.7556476403851934,MEDIUM
2024-01-13 12:37:00,PRIV_ESC,192.168.1.57,SERVER-3,bob,0,0,,1,day,high,1,False,0.7554483823465222,MEDIUM
2024-01-04 12:46:00,PRIV_ESC,192.168.1.92,SERVER-6,bob,0,0,,1,day,critical,1,False,0.755296452722447,MEDIUM
2024-02-04 09:57:00,PRIV_ESC,192.168.1.31,SERVER-6,bob,0,0,,1,day,critical,1,False,0.755296452722447,MEDIUM
2024-01-24 15:41:00,PRIV_ESC,192.168.1.164,SERVER-4,bob,0,0,,1,day,critical,1,False,0.7552368003146853,MEDIUM
2024-01-15 21:22:00,PRIV_ESC,192.168.1.155,SERVER-6,alice,0,0,,1,night,medium,1,False,0.7551747549923182,MEDIUM
2024-01-16 16:27:00,PRIV_ESC,192.168.1.45,SERVER-6,root,0,0,,1,day,low,1,False,0.7549332649561867,MEDIUM
2024-01-14 10:37:00,PRIV_ESC,192.168.1.121,SERVER-2,bob,0,0,,1,day,low,1,False,0.7549330195555218,MEDIUM
2024-01-23 18:46:00,PRIV_ESC,192.168.1.169,SERVER-8,bob,0,0,,1,day,low,1,False,0.754776663051544,MEDIUM
2024-01-13 04:49:00,PRIV_ESC,192.168.1.22,SERVER-2,bob,0,0,,1,night,medium,1,False,0.7547753137042189,MEDIUM
2024-02-04 12:36:00,PRIV_ESC,192.168.1.53,SERVER-6,root,0,0,,1,day,critical,1,False,0.7545196878708228,MEDIUM
2024-01-30 20:52:00,PRIV_ESC,192.168.1.235,SERVER-10,bob,0,0,,1,day,medium,1,False,0.7543113130881102,MEDIUM
2024-01-06 21:35:00,PRIV_ESC,192.168.1.160,SERVER-7,bob,0,0,,1,night,low,1,False,0.7542722410600881,MEDIUM
2024-02-03 15:33:00,PRIV_ESC,192.168.1.137,SERVER-4,root,0,0,,1,day,critical,1,False,0.7538330549473103,MEDIUM
2024-01-16 23:33:00,PRIV_ESC,192.168.1.238,SERVER-1,root,0,0,,1,night,low,1,False,0.7537333403515468,MEDIUM
2024-01-04 21:33:00,PRIV_ESC,192.168.1.67,SERVER-4,john,0,0,,1,night,critical,1,False,0.7537296295574584,MEDIUM
2024-01-25 23:51:00,PRIV_ESC,192.168.1.201,SERVER-8,bob,0,0,,1,night,low,1,False,0.7536625568911,MEDIUM
2024-02-02 09:39:00,PRIV_ESC,192.168.1.231,SERVER-8,john,0,0,,1,day,medium,1,False,0.7536503988221877,MEDIUM
2024-01-28 09:28:00,PRIV_ESC,192.168.1.28,SERVER-2,alice,0,0,,1,day,medium,1,False,0.7535635458351938,MEDIUM
2024-01-24 05:40:00,PRIV_ESC,192.168.1.199,SERVER-9,bob,0,0,,1,night,high,1,False,0.7535569567244967,MEDIUM
2024-01-06 11:11:00,PRIV_ESC,192.168.1.71,SERVER-7,bob,0,0,,1,day,medium,1,False,0.7535491993968817,MEDIUM
2024-01-25 01:32:00,PRIV_ESC,192.168.1.189,SERVER-4,bob,0,0,,1,night,critical,1,False,0.7535356061029915,MEDIUM
2024-01-04 19:38:00,PRIV_ESC,192.168.1.1,SERVER-6,root,0,0,,1,day,low,1,False,0.753372235650652,MEDIUM
2024-01-13 02:19:00,PRIV_ESC,192.168.1.73,SERVER-2,bob,0,0,,1,night,high,1,False,0.7533709079428853,MEDIUM
2024-01-04 21:09:00,PRIV_ESC,192.168.1.64,SERVER-1,alice,0,0,,1,night,low,1,False,0.7530856475065599,MEDIUM
2024-01-25 16:54:00,PRIV_ESC,192.168.1.2,SERVER-1,root,0,0,,1,day,low,1,False,0.7530787014253962,MEDIUM
2024-01-27 14:19:00,PRIV_ESC,192.168.1.179,SERVER-3,bob,0,0,,1,day,critical,1,False,0.7530384095450067,MEDIUM
2024-01-15 17:22:00,PRIV_ESC,192.168.1.158,SERVER-3,bob,0,0,,1,day,medium,1,False,0.7528424217809787,MEDIUM
2024-01-25 09:43:00,PRIV_ESC,192.168.1.228,SERVER-1,bob,0,0,,1,day,low,1,False,0.7528340670009512,MEDIUM
2024-02-03 00:21:00,PRIV_ESC,192.168.1.133,SERVER-10,bob,0,0,,1,night,medium,1,False,0.7527917881215694,MEDIUM
2024-01-09 20:13:00,PRIV_ESC,192.168.1.215,SERVER-6,alice,0,0,,1,day,critical,1,False,0.7526536581738597,MEDIUM
2024-01-05 01:45:00,PRIV_ESC,192.168.1.218,SERVER-3,alice,0,0,,1,night,medium,1,False,0.7526235551630581,MEDIUM
2024-01-24 08:40:00,PRIV_ESC,192.168.1.89,SERVER-8,alice,0,0,,1,day,critical,1,False,0.7525659362401437,MEDIUM
2024-02-01 12:15:00,PRIV_ESC,192.168.1.64,SERVER-6,alice,0,0,,1,day,low,1,False,0.7525525050952404,MEDIUM
2024-01-04 06:03:00,PRIV_ESC,192.168.1.43,SERVER-1,root,0,0,,1,day,low,1,False,0.7524166419826436,MEDIUM
2024-01-26 21:55:00,PRIV_ESC,192.168.1.182,SERVER-5,bob,0,0,,1,night,critical,1,False,0.7523898658557304,MEDIUM
2024-01-10 09:55:00,PRIV_ESC,192.168.1.195,SERVER-7,alice,0,0,,1,day,critical,1,False,0.75236217932963,MEDIUM
2024-01-27 15:11:00,PRIV_ESC,192.168.1.190,SERVER-4,bob,0,0,,1,day,low,1,False,0.7523564982599962,MEDIUM
2024-01-23 04:11:00,PRIV_ESC,192.168.1.163,SERVER-2,alice,0,0,,1,night,low,1,False,0.7523181947163872,MEDIUM
2024-01-10 14:29:00,PRIV_ESC,192.168.1.117,SERVER-1,bob,0,0,,1,day,low,1,False,0.7522199654766556,MEDIUM
2024-01-15 22:12:00,PRIV_ESC,192.168.1.244,SERVER-10,alice,0,0,,1,night,medium,1,False,0.7521786879401716,MEDIUM
2024-01-29 17:18:00,PRIV_ESC,192.168.1.9,SERVER-5,bob,0,0,,1,day,high,1,False,0.7521645384587327,MEDIUM
2024-01-06 09:59:00,PRIV_ESC,192.168.1.33,SERVER-7,bob,0,0,,1,day,low,1,False,0.7520222410600881,MEDIUM
2024-01-26 02:02:00,PRIV_ESC,192.168.1.75,SERVER-10,bob,0,0,,1,night,low,1,False,0.7520149360321198,MEDIUM
2024-01-12 02:13:00,PRIV_ESC,192.168.1.195,SERVER-10,alice,0,0,,1,night,medium,1,False,0.7519228766218709,MEDIUM
2024-01-18 08:05:00,PRIV_ESC,192.168.1.134,SERVER-10,bob,0,0,,1,day,medium,1,False,0.7519022066608221,MEDIUM
2024-01-19 19:43:00,PRIV_ESC,192.168.1.76,SERVER-10,alice,0,0,,1,day,critical,1,False,0.7517663506367009,MEDIUM
2024-01-27 09:16:00,PRIV_ESC,192.168.1.28,SERVER-6,alice,0,0,,1,day,low,1,False,0.7516307466249172,MEDIUM
2024-01-05 02:36:00,PRIV_ESC,192.168.1.27,SERVER-4,root,0,0,,1,night,medium,1,False,0.7516183205459416,MEDIUM
2024-01-11 23:34:00,PRIV_ESC,192.168.1.197,SERVER-1,root,0,0,,1,night,low,1,False,0.7515447240857973,MEDIUM
2024-01-16 01:28:00,PRIV_ESC,192.168.1.33,SERVER-5,bob,0,0,,1,night,low,1,False,0.7514781348446283,MEDIUM
2024-01-22 04:59:00,PRIV_ESC,192.168.1.179,SERVER-5,alice,0,0,,1,night,medium,1,False,0.7514510638289444,MEDIUM
2024-01-11 07:10:00,PRIV_ESC,192.168.1.39,SERVER-4,bob,0,0,,1,day,low,1,False,0.7514006412166843,MEDIUM
2024-01-22 18:33:00,PRIV_ESC,192.168.1.218,SERVER-5,john,0,0,,1,day,medium,1,False,0.751377428055477,MEDIUM
2024-01-09 10:45:00,PRIV_ESC,192.168.1.105,SERVER-8,bob,0,0,,1,day,low,1,False,0.7512853466749898,MEDIUM
2024-01-14 05:14:00,PRIV_ESC,192.168.1.12,SERVER-8,bob,0,0,,1,night,low,1,False,0.7512853466749898,MEDIUM
2024-01-25 04:06:00,PRIV_ESC,192.168.1.46,SERVER-2,bob,0,0,,1,night,medium,1,False,0.7511911583979203,MEDIUM
2024-02-02 10:36:00,PRIV_ESC,192.168.1.241,SERVER-5,alice,0,0,,1,day,critical,1,False,0.7511615935033081,MEDIUM
2024-01-17 02:09:00,PRIV_ESC,192.168.1.161,SERVER-8,bob,0,0,,1,night,high,1,False,0.7511012472690208,MEDIUM
2024-01-13 22:16:00,PRIV_ESC,192.168.1.53,SERVER-1,alice,0,0,,1,night,low,1,False,0.7510133858681465,MEDIUM
2024-01-02 01:31:00,PRIV_ESC,192.168.1.89,SERVER-8,root,0,0,,1,night,critical,1,False,0.7509732154336874,MEDIUM
2024-02-01 06:18:00,PRIV_ESC,192.168.1.189,SERVER-1,root,0,0,,1,day,critical,1,False,0.7509519527775932,MEDIUM
2024-01-03 22:03:00,PRIV_ESC,192.168.1.211,SERVER-2,root,0,0,,1,night,low,1,False,0.7509397583524762,MEDIUM
2024-01-20 09:11:00,PRIV_ESC,192.168.1.186,SERVER-6,alice,0,0,,1,day,medium,1,False,0.7508934597487928,MEDIUM
2024-01-06 17:45:00,PRIV_ESC,192.168.1.166,SERVER-3,bob,0,0,,1,day,critical,1,False,0.7508749164392943,MEDIUM
2024-01-15 23:59:00,PRIV_ESC,192.168.1.30,SERVER-3,bob,0,0,,1,night,critical,1,False,0.7508749164392943,MEDIUM
2024-01-18 09:37:00,PRIV_ESC,192.168.1.2,SERVER-3,root,0,0,,1,day,low,1,False,0.7508725879409696,MEDIUM
2024-01-31 10:59:00,PRIV_ESC,192.168.1.68,SERVER-1,bob,0,0,,1,day,medium,1,False,0.7508024270905856,MEDIUM
2024-01-29 17:59:00,PRIV_ESC,192.168.1.150,SERVER-7,bob,0,0,,1,day,critical,1,False,0.7507972938704984,MEDIUM
2024-01-14 19:11:00,PRIV_ESC,192.168.1.24,SERVER-7,bob,0,0,,1,day,critical,1,False,0.7507972938704984,MEDIUM
2024-02-01 11:10:00,PRIV_ESC,192.168.1.27,SERVER-5,root,0,0,,1,day,medium,1,False,0.7507444652558419,MEDIUM
2024-01-20 00:04:00,PRIV_ESC,192.168.1.12,SERVER-4,bob,0,0,,1,night,high,1,False,0.7506412983755583,MEDIUM
2024-01-12 15:28:00,PRIV_ESC,192.168.1.251,SERVER-6,root,0,0,,1,day,high,1,False,0.7504988193660477,MEDIUM
2024-01-29 13:52:00,PRIV_ESC,192.168.1.208,SERVER-9,root,0,0,,1,day,medium,1,False,0.7504586407229386,MEDIUM
2024-01-23 00:21:00,PRIV_ESC,192.168.1.121,SERVER-2,alice,0,0,,1,night,low,1,False,0.7504467358688462,MEDIUM
2024-01-20 03:58:00,PRIV_ESC,192.168.1.226,SERVER-7,bob,0,0,,1,night,medium,1,False,0.7503631957136405,MEDIUM
2024-01-07 16:13:00,PRIV_ESC,192.168.1.197,SERVER-2,root,0,0,,1,day,critical,1,False,0.7503359136396243,MEDIUM
2024-02-03 09:41:00,PRIV_ESC,192.168.1.203,SERVER-8,root,0,0,,1,day,medium,1,False,0.7503264867457279,MEDIUM
2024-02-02 18:57:00,PRIV_ESC,192.168.1.71,SERVER-2,alice,0,0,,1,day,critical,1,False,0.7503249765513441,MEDIUM
2024-01-07 06:45:00,PRIV_ESC,192.168.1.120,SERVER-5,root,0,0,,1,day,high,1,False,0.7502630719144537,MEDIUM
2024-01-21 21:38:00,PRIV_ESC,192.168.1.20,SERVER-9,bob,0,0,,1,night,high,1,False,0.7502537899950968,MEDIUM
2024-02-01 14:15:00,PRIV_ESC,192.168.1.114,SERVER-5,bob,0,0,,1,day,critical,1,False,0.7502531876550386,MEDIUM
2024-01-06 14:36:00,PRIV_ESC,192.168.1.60,SERVER-4,john,0,0,,1,day,high,1,False,0.7501820152709202,MEDIUM
2024-01-24 03:42:00,PRIV_ESC,192.168.1.212,SERVER-2,root,0,0,,1,night,critical,1,False,0.7500963861796704,MEDIUM
2024-01-22 12:13:00,PRIV_ESC,192.168.1.3,SERVER-6,alice,0,0,,1,day,high,1,False,0.749857288204,MEDIUM
2024-01-25 14:55:00,PRIV_ESC,192.168.1.189,SERVER-1,root,0,0,,1,day,medium,1,False,0.7498273997991128,MEDIUM
2024-01-04 12:44:00,PRIV_ESC,192.168.1.99,SERVER-9,root,0,0,,1,day,low,1,False,0.7498201871230137,MEDIUM
2024-01-03 13:04:00,PRIV_ESC,192.168.1.53,SERVER-1,alice,0,0,,1,day,critical,1,False,0.7497884386785568,MEDIUM
2024-01-06 18:50:00,PRIV_ESC,192.168.1.212,SERVER-5,alice,0,0,,1,day,critical,1,False,0.7496067016895448,MEDIUM
2024-01-03 14:15:00,PRIV_ESC,192.168.1.148,SERVER-8,bob,0,0,,1,day,medium,1,False,0.7495908115531614,MEDIUM
2024-01-30 20:15:00,PRIV_ESC,192.168.1.123,SERVER-6,john,0,0,,1,day,low,1,False,0.7495063538484384,MEDIUM
2024-02-03 20:16:00,PRIV_ESC,192.168.1.183,SERVER-1,root,0,0,,1,day,medium,1,False,0.7494707972206757,MEDIUM
2024-01-17 17:56:00,PRIV_ESC,192.168.1.134,SERVER-7,root,0,0,,1,day,low,1,False,0.749446982703629,MEDIUM
2024-01-30 11:07:00,PRIV_ESC,192.168.1.183,SERVER-9,alice,0,0,,1,day,low,1,False,0.7494464947236207,MEDIUM
2024-01-06 22:05:00,PRIV_ESC,192.168.1.120,SERVER-8,root,0,0,,1,night,high,1,False,0.7494164897068748,MEDIUM
2024-01-25 00:04:00,PRIV_ESC,192.168.1.248,SERVER-1,john,0,0,,1,night,critical,1,False,0.749410134006579,MEDIUM
2024-02-02 05:00:00,PRIV_ESC,192.168.1.9,SERVER-8,alice,0,0,,1,night,low,1,False,0.7492006664868568,MEDIUM
2024-01-01 22:30:00,PRIV_ESC,192.168.1.48,SERVER-1,alice,0,0,,1,night,medium,1,False,0.7491928358117319,MEDIUM
2024-01-07 22:06:00,PRIV_ESC,192.168.1.216,SERVER-10,john,0,0,,1,night,low,1,False,0.7491351722650254,MEDIUM
2024-01-05 22:23:00,PRIV_ESC,192.168.1.68,SERVER-2,root,0,0,,1,night,low,1,False,0.7489676654607991,MEDIUM
2024-01-13 12:22:00,PRIV_ESC,192.168.1.11,SERVER-5,root,0,0,,1,day,high,1,False,0.7488982077403382,MEDIUM
2024-01-06 19:25:00,PRIV_ESC,192.168.1.131,SERVER-10,alice,0,0,,1,day,critical,1,False,0.7487396025917519,MEDIUM
2024-01-29 08:50:00,PRIV_ESC,192.168.1.212,SERVER-1,root,0,0,,1,day,critical,1,False,0.7487161190014712,MEDIUM
2024-01-30 17:52:00,PRIV_ESC,192.168.1.52,SERVER-3,alice,0,0,,1,day,critical,1,False,0.7487067704829777,MEDIUM
2024-01-20 20:59:00,PRIV_ESC,192.168.1.57,SERVER-10,alice,0,0,,1,day,critical,1,False,0.748694156431198,MEDIUM
2024-02-02 06:30:00,PRIV_ESC,192.168.1.163,SERVER-3,alice,0,0,,1,day,medium,1,False,0.7486859023271287,MEDIUM
2024-01-21 04:02:00,PRIV_ESC,192.168.1.174,SERVER-10,alice,0,0,,1,night,critical,1,False,0.7486835209902758,MEDIUM
2024-01-21 19:53:00,PRIV_ESC,192.168.1.123,SERVER-3,alice,0,0,,1,day,medium,1,False,0.7486587829617741,MEDIUM
2024-01-18 20:48:00,PRIV_ESC,192.168.1.157,SERVER-7,alice,0,0,,1,day,critical,1,False,0.7486362373119116,MEDIUM
2024-01-15 09:37:00,PRIV_ESC,192.168.1.225,SERVER-4,alice,0,0,,1,day,medium,1,False,0.7484309780887323,MEDIUM
2024-01-10 21:19:00,PRIV_ESC,192.168.1.174,SERVER-9,bob,0,0,,1,night,critical,1,False,0.7484229340380719,MEDIUM
2024-01-14 04:27:00,PRIV_ESC,192.168.1.119,SERVER-6,alice,0,0,,1,night,low,1,False,0.7483731572691535,MEDIUM
2024-01-31 12:07:00,PRIV_ESC,192.168.1.226,SERVER-10,root,0,0,,1,day,low,1,False,0.7483718289748854,MEDIUM
2024-01-28 22:09:00,PRIV_ESC,192.168.1.12,SERVER-6,root,0,0,,1,night,high,1,False,0.7482645673975438,MEDIUM
2024-01-14 17:52:00,PRIV_ESC,192.168.1.197,SERVER-5,root,0,0,,1,day,high,1,False,0.7481473690761742,MEDIUM
2024-01-24 13:26:00,PRIV_ESC,192.168.1.217,SERVER-9,bob,0,0,,1,day,high,1,False,0.7481345417773393,MEDIUM
2024-01-28 17:40:00,PRIV_ESC,192.168.1.88,SERVER-9,alice,0,0,,1,day,medium,1,False,0.7480493667203701,MEDIUM
2024-01-18 13:12:00,PRIV_ESC,192.168.1.14,SERVER-7,alice,0,0,,1,day,critical,1,False,0.7480247911025509,MEDIUM
2024-01-06 10:53:00,PRIV_ESC,192.168.1.115,SERVER-10,john,0,0,,1,day,medium,1,False,0.7479328592384276,MEDIUM
2024-02-01 23:17:00,PRIV_ESC,192.168.1.169,SERVER-5,john,0,0,,1,night,medium,1,False,0.7478881066734483,MEDIUM
2024-01-10 09:59:00,PRIV_ESC,192.168.1.170,SERVER-10,alice,0,0,,1,day,medium,1,False,0.747886848378307,MEDIUM
2024-01-27 17:55:00,PRIV_ESC,192.168.1.86,SERVER-1,root,0,0,,1,day,critical,1,False,0.7478796013681565,MEDIUM
