timestamp,alert_type,source_ip,destination_host,user,failed_attempts,success_attempts,process_name,privilege_change,login_time,host_criticality,label
2024-02-04 08:06:00,PORT_SCAN,192.168.1.232,SERVER-1,alice,0,0,,0,day,low,1
2024-01-07 08:41:00,MALWARE_EXEC,192.168.1.9,SERVER-10,bob,0,0,unknown.exe,0,day,low,1
2024-01-22 04:03:00,PORT_SCAN,192.168.1.195,SERVER-8,bob,0,0,,0,night,high,0
2024-02-03 00:14:00,AUTH_SUCCESS,192.168.1.80,SERVER-3,alice,0,1,,0,night,medium,0
2024-01-27 09:49:00,AUTH_SUCCESS,192.168.1.210,SERVER-10,root,0,1,,0,day,low,0
2024-01-07 17:16:00,MALWARE_EXEC,192.168.1.190,SERVER-8,alice,0,0,unknown.exe,0,day,low,1
2024-01-05 10:41:00,PORT_SCAN,192.168.1.114,SERVER-4,alice,0,0,,0,day,medium,0
2024-01-27 15:11:00,PRIV_ESC,192.168.1.190,SERVER-4,bob,0,0,,1,day,low,1
2024-01-29 09:15:00,PORT_SCAN,192.168.1.197,SERVER-4,alice,0,0,,0,day,low,1
2024-01-16 20:16:00,AUTH_SUCCESS,192.168.1.248,SERVER-9,john,0,1,,0,day,high,0
2024-01-05 05:36:00,AUTH_SUCCESS,192.168.1.85,SERVER-1,root,0,1,,0,night,low,1
2024-01-01 05:35:00,AUTH_SUCCESS,192.168.1.149,SERVER-2,root,0,1,,0,night,critical,0
2024-01-17 21:10:00,AUTH_SUCCESS,192.168.1.111,SERVER-3,john,0,1,,0,night,high,0
2024-01-14 16:14:00,AUTH_FAILURE,192.168.1.48,SERVER-6,bob,10,0,,0,day,low,1
2024-01-04 14:22:00,AUTH_FAILURE,192.168.1.212,SERVER-9,john,4,0,,0,day,medium,1
2024-01-02 03:49:00,PORT_SCAN,192.168.1.212,SERVER-8,john,0,0,,0,night,critical,0
2024-01-12 10:21:00,MALWARE_EXEC,192.168.1.40,SERVER-1,john,0,0,unknown.exe,0,day,high,1
2024-01-06 05:05:00,AUTH_FAILURE,192.168.1.11,SERVER-10,john,0,0,,0,night,high,0
2024-01-19 09:48:00,PORT_SCAN,192.168.1.189,SERVER-5,bob,0,0,,0,day,high,1
2024-01-15 20:46:00,PRIV_ESC,192.168.1.95,SERVER-10,john,0,0,,1,day,low,1
2024-01-26 03:47:00,AUTH_SUCCESS,192.168.1.38,SERVER-7,alice,0,1,,0,night,high,0
2024-01-13 14:02:00,AUTH_FAILURE,192.168.1.103,SERVER-9,bob,6,0,,0,day,critical,1
2024-01-15 07:23:00,PRIV_ESC,192.168.1.245,SERVER-4,john,0,0,,1,day,medium,1
2024-01-03 10:16:00,MALWARE_EXEC,192.168.1.189,SERVER-10,alice,0,0,unknown.exe,0,day,low,1
2024-01-27 05:13:00,PRIV_ESC,192.168.1.3,SERVER-4,alice,0,0,,1,night,high,1
2024-01-15 13:49:00,AUTH_SUCCESS,192.168.1.80,SERVER-5,root,0,1,,0,day,medium,0
2024-01-15 17:50:00,MALWARE_EXEC,192.168.1.231,SERVER-2,bob,0,0,unknown.exe,0,day,medium,1
2024-01-30 17:52:00,PRIV_ESC,192.168.1.52,SERVER-3,alice,0,0,,1,day,critical,1
2024-01-18 15:31:00,MALWARE_EXEC,192.168.1.204,SERVER-8,john,0,0,unknown.exe,0,day,critical,1
2024-01-22 16:49:00,MALWARE_EXEC,192.168.1.221,SERVER-3,root,0,0,unknown.exe,0,day,high,1
2024-01-19 06:09:00,AUTH_FAILURE,192.168.1.14,SERVER-2,root,2,0,,0,day,low,1
2024-01-26 10:38:00,AUTH_FAILURE,192.168.1.243,SERVER-6,alice,9,0,,0,day,medium,1
2024-01-12 08:31:00,PRIV_ESC,192.168.1.235,SERVER-2,alice,0,0,,1,day,low,1
2024-01-21 08:35:00,MALWARE_EXEC,192.168.1.188,SERVER-3,root,0,0,unknown.exe,0,day,medium,1
2024-01-17 20:55:00,AUTH_FAILURE,192.168.1.117,SERVER-7,alice,10,0,,0,day,high,1
2024-01-16 15:05:00,PRIV_ESC,192.168.1.2,SERVER-8,john,0,0,,1,day,critical,1
2024-01-29 06:10:00,AUTH_SUCCESS,192.168.1.219,SERVER-4,root,0,1,,0,day,high,0
2024-01-11 21:59:00,MALWARE_EXEC,192.168.1.231,SERVER-4,john,0,0,unknown.exe,0,night,high,1
2024-01-14 15:30:00,MALWARE_EXEC,192.168.1.144,SERVER-8,bob,0,0,unknown.exe,0,day,medium,1
2024-01-30 21:35:00,PORT_SCAN,192.168.1.35,SERVER-4,bob,0,0,,0,night,high,0
2024-02-02 02:14:00,PRIV_ESC,192.168.1.102,SERVER-5,john,0,0,,1,night,high,1
2024-01-10 06:49:00,AUTH_SUCCESS,192.168.1.38,SERVER-7,bob,0,1,,0,day,high,0
2024-01-01 06:52:00,PORT_SCAN,192.168.1.166,SERVER-7,root,0,0,,0,day,high,0
2024-02-01 02:32:00,PORT_SCAN,192.168.1.155,SERVER-10,bob,0,0,,0,night,low,0
2024-01-07 05:38:00,PORT_SCAN,192.168.1.237,SERVER-4,bob,0,0,,0,night,low,0
2024-01-19 00:53:00,AUTH_FAILURE,192.168.1.168,SERVER-1,john,3,0,,0,night,medium,1
2024-01-24 08:46:00,AUTH_FAILURE,192.168.1.210,SERVER-6,alice,2,0,,0,day,high,0
2024-01-14 17:52:00,PRIV_ESC,192.168.1.197,SERVER-5,root,0,0,,1,day,high,1
2024-01-10 09:59:00,PRIV_ESC,192.168.1.170,SERVER-10,alice,0,0,,1,day,medium,1
2024-01-17 15:37:00,AUTH_SUCCESS,192.168.1.110,SERVER-8,root,0,1,,0,day,high,0
2024-01-22 22:34:00,MALWARE_EXEC,192.168.1.55,SERVER-4,root,0,0,unknown.exe,0,night,high,1
2024-01-13 18:59:00,AUTH_FAILURE,192.168.1.118,SERVER-1,alice,7,0,,0,day,high,1
2024-02-01 21:26:00,AUTH_SUCCESS,192.168.1.113,SERVER-8,bob,0,1,,0,night,low,0
2024-01-01 00:40:00,PORT_SCAN,192.168.1.131,SERVER-7,root,0,0,,0,night,medium,0
2024-01-05 06:13:00,PORT_SCAN,192.168.1.222,SERVER-3,john,0,0,,0,day,critical,0
2024-01-21 02:31:00,AUTH_SUCCESS,192.168.1.38,SERVER-6,alice,0,1,,0,night,low,1
2024-01-27 16:15:00,AUTH_SUCCESS,192.168.1.172,SERVER-9,root,0,1,,0,day,critical,1
2024-01-17 17:33:00,PORT_SCAN,192.168.1.2,SERVER-6,bob,0,0,,0,day,medium,0
2024-01-25 16:54:00,PRIV_ESC,192.168.1.2,SERVER-1,root,0,0,,1,day,low,1
2024-01-24 18:02:00,PRIV_ESC,192.168.1.76,SERVER-1,alice,0,0,,1,day,low,1
2024-01-09 02:42:00,MALWARE_EXEC,192.168.1.197,SERVER-9,root,0,0,unknown.exe,0,night,low,1
2024-01-23 04:56:00,MALWARE_EXEC,192.168.1.195,SERVER-8,alice,0,0,unknown.exe,0,night,critical,1
2024-01-24 09:56:00,PORT_SCAN,192.168.1.109,SERVER-2,bob,0,0,,0,day,high,0
2024-01-23 04:36:00,AUTH_SUCCESS,192.168.1.144,SERVER-1,root,0,1,,0,night,high,0
2024-01-04 10:54:00,MALWARE_EXEC,192.168.1.135,SERVER-6,bob,0,0,unknown.exe,0,day,low,1
2024-01-05 18:04:00,PRIV_ESC,192.168.1.180,SERVER-5,bob,0,0,,1,day,medium,1
2024-01-02 05:32:00,AUTH_SUCCESS,192.168.1.56,SERVER-6,root,0,1,,0,night,low,0
2024-01-19 07:04:00,AUTH_FAILURE,192.168.1.16,SERVER-8,john,8,0,,0,day,low,1
2024-01-17 04:49:00,AUTH_FAILURE,192.168.1.156,SERVER-5,john,0,0,,0,night,low,0
2024-01-27 02:46:00,AUTH_FAILURE,192.168.1.233,SERVER-6,bob,0,0,,0,night,medium,0
2024-01-06 14:26:00,PRIV_ESC,192.168.1.115,SERVER-7,bob,0,0,,1,day,critical,1
2024-02-01 01:22:00,AUTH_FAILURE,192.168.1.107,SERVER-7,root,3,0,,0,night,medium,0
2024-01-14 17:20:00,PRIV_ESC,192.168.1.101,SERVER-3,bob,0,0,,1,day,critical,1
2024-01-20 02:12:00,PORT_SCAN,192.168.1.154,SERVER-10,bob,0,0,,0,night,high,0
2024-01-18 18:47:00,PORT_SCAN,192.168.1.79,SERVER-6,bob,0,0,,0,day,high,0
2024-01-08 01:35:00,PORT_SCAN,192.168.1.121,SERVER-2,bob,0,0,,0,night,critical,0
2024-01-07 11:44:00,AUTH_FAILURE,192.168.1.177,SERVER-5,root,2,0,,0,day,medium,0
2024-01-01 19:07:00,AUTH_FAILURE,192.168.1.209,SERVER-1,alice,4,0,,0,day,medium,0
2024-01-09 11:08:00,AUTH_SUCCESS,192.168.1.242,SERVER-5,bob,0,1,,0,day,low,0
2024-01-31 02:43:00,MALWARE_EXEC,192.168.1.198,SERVER-4,root,0,0,unknown.exe,0,night,low,1
2024-02-02 06:16:00,AUTH_FAILURE,192.168.1.62,SERVER-1,john,6,0,,0,day,medium,1
2024-01-18 08:05:00,PRIV_ESC,192.168.1.134,SERVER-10,bob,0,0,,1,day,medium,1
2024-01-11 13:12:00,PORT_SCAN,192.168.1.166,SERVER-2,root,0,0,,0,day,high,1
2024-01-29 20:28:00,PORT_SCAN,192.168.1.1,SERVER-8,root,0,0,,0,day,low,0
2024-01-03 02:05:00,AUTH_FAILURE,192.168.1.201,SERVER-10,alice,10,0,,0,night,critical,1
2024-01-31 09:12:00,MALWARE_EXEC,192.168.1.34,SERVER-5,bob,0,0,unknown.exe,0,day,low,1
2024-02-03 16:07:00,PRIV_ESC,192.168.1.179,SERVER-6,bob,0,0,,1,day,high,1
2024-01-06 02:59:00,AUTH_FAILURE,192.168.1.133,SERVER-10,alice,7,0,,0,night,low,1
2024-01-07 11:03:00,AUTH_SUCCESS,192.168.1.84,SERVER-3,bob,0,1,,0,day,medium,0
2024-01-05 03:47:00,AUTH_SUCCESS,192.168.1.11,SERVER-3,bob,0,1,,0,night,low,0
2024-01-14 17:04:00,AUTH_SUCCESS,192.168.1.225,SERVER-3,john,0,1,,0,day,critical,0
2024-01-20 12:02:00,PORT_SCAN,192.168.1.99,SERVER-8,john,0,0,,0,day,critical,1
2024-01-21 13:32:00,PORT_SCAN,192.168.1.141,SERVER-7,john,0,0,,0,day,medium,0
2024-01-29 03:05:00,PORT_SCAN,192.168.1.18,SERVER-10,alice,0,0,,0,night,low,0
2024-01-09 14:18:00,PRIV_ESC,192.168.1.143,SERVER-3,root,0,0,,1,day,low,1
2024-01-11 10:30:00,MALWARE_EXEC,192.168.1.184,SERVER-3,alice,0,0,unknown.exe,0,day,critical,1
2024-01-29 07:54:00,MALWARE_EXEC,192.168.1.112,SERVER-1,root,0,0,unknown.exe,0,day,medium,1
2024-01-06 04:50:00,AUTH_FAILURE,192.168.1.196,SERVER-1,john,8,0,,0,night,high,1
2024-01-19 11:32:00,PORT_SCAN,192.168.1.91,SERVER-3,john,0,0,,0,day,low,0
2024-01-25 03:14:00,AUTH_SUCCESS,192.168.1.22,SERVER-7,root,0,1,,0,night,medium,0
2024-01-19 08:36:00,PORT_SCAN,192.168.1.174,SERVER-5,john,0,0,,0,day,low,0
2024-01-28 18:24:00,AUTH_SUCCESS,192.168.1.181,SERVER-2,john,0,1,,0,day,critical,0
2024-01-23 20:56:00,MALWARE_EXEC,192.168.1.50,SERVER-4,john,0,0,unknown.exe,0,day,low,1
2024-01-26 21:54:00,PRIV_ESC,192.168.1.8,SERVER-7,root,0,0,,1,night,low,1
2024-01-18 01:17:00,AUTH_SUCCESS,192.168.1.226,SERVER-4,john,0,1,,0,night,high,0
2024-01-12 10:43:00,MALWARE_EXEC,192.168.1.247,SERVER-2,alice,0,0,unknown.exe,0,day,medium,1
2024-01-16 22:26:00,AUTH_SUCCESS,192.168.1.190,SERVER-9,bob,0,1,,0,night,medium,1
2024-01-07 00:15:00,PORT_SCAN,192.168.1.106,SERVER-5,alice,0,0,,0,night,medium,0
2024-01-20 03:29:00,AUTH_SUCCESS,192.168.1.53,SERVER-2,bob,0,1,,0,night,medium,1
2024-02-02 00:21:00,MALWARE_EXEC,192.168.1.115,SERVER-8,bob,0,0,unknown.exe,0,night,critical,1
2024-01-24 17:42:00,AUTH_FAILURE,192.168.1.155,SERVER-8,alice,8,0,,0,day,medium,1
2024-01-20 03:58:00,PRIV_ESC,192.168.1.226,SERVER-7,bob,0,0,,1,night,medium,1
2024-01-19 11:41:00,MALWARE_EXEC,192.168.1.6,SERVER-3,john,0,0,unknown.exe,0,day,low,1
2024-01-19 15:00:00,AUTH_SUCCESS,192.168.1.39,SERVER-4,bob,0,1,,0,day,critical,0
2024-01-24 00:31:00,AUTH_SUCCESS,192.168.1.98,SERVER-6,root,0,1,,0,night,low,0
2024-02-03 20:16:00,PRIV_ESC,192.168.1.183,SERVER-1,root,0,0,,1,day,medium,1
2024-01-06 05:19:00,PRIV_ESC,192.168.1.67,SERVER-7,bob,0,0,,1,night,critical,1
2024-01-21 18:15:00,PRIV_ESC,192.168.1.170,SERVER-3,bob,0,0,,1,day,high,1
2024-01-15 11:53:00,AUTH_SUCCESS,192.168.1.205,SERVER-8,alice,0,1,,0,day,medium,0
2024-01-04 14:31:00,AUTH_SUCCESS,192.168.1.192,SERVER-2,john,0,1,,0,day,high,0
2024-01-24 04:12:00,AUTH_FAILURE,192.168.1.185,SERVER-3,root,4,0,,0,night,medium,0
2024-01-22 19:56:00,AUTH_SUCCESS,192.168.1.65,SERVER-1,bob,0,1,,0,day,low,0
2024-01-24 19:33:00,MALWARE_EXEC,192.168.1.164,SERVER-2,root,0,0,unknown.exe,0,day,low,1
2024-01-24 03:47:00,PRIV_ESC,192.168.1.141,SERVER-6,root,0,0,,1,night,critical,1
2024-01-15 06:52:00,AUTH_SUCCESS,192.168.1.204,SERVER-3,root,0,1,,0,day,low,0
2024-01-13 15:13:00,PRIV_ESC,192.168.1.23,SERVER-1,bob,0,0,,1,day,low,1
2024-01-01 13:16:00,PORT_SCAN,192.168.1.207,SERVER-4,root,0,0,,0,day,medium,0
2024-01-01 13:33:00,AUTH_SUCCESS,192.168.1.6,SERVER-10,bob,0,1,,0,day,critical,0
2024-01-28 23:19:00,PORT_SCAN,192.168.1.176,SERVER-6,bob,0,0,,0,night,low,0
2024-01-19 19:33:00,AUTH_FAILURE,192.168.1.157,SERVER-7,root,7,0,,0,day,critical,1
2024-02-03 22:39:00,AUTH_FAILURE,192.168.1.34,SERVER-7,bob,4,0,,0,night,medium,0
2024-01-14 00:26:00,PORT_SCAN,192.168.1.79,SERVER-2,bob,0,0,,0,night,medium,0
2024-01-01 09:47:00,PORT_SCAN,192.168.1.201,SERVER-1,john,0,0,,0,day,high,0
2024-01-29 16:44:00,AUTH_FAILURE,192.168.1.44,SERVER-4,bob,9,0,,0,day,critical,1
2024-01-05 19:57:00,PORT_SCAN,192.168.1.103,SERVER-2,alice,0,0,,0,day,medium,0
2024-01-19 05:13:00,AUTH_SUCCESS,192.168.1.177,SERVER-7,root,0,1,,0,night,medium,0
2024-01-22 18:24:00,AUTH_SUCCESS,192.168.1.76,SERVER-1,alice,0,1,,0,day,medium,0
2024-01-31 06:59:00,AUTH_SUCCESS,192.168.1.246,SERVER-1,root,0,1,,0,day,high,0
2024-01-21 11:58:00,AUTH_FAILURE,192.168.1.187,SERVER-2,bob,8,0,,0,day,medium,1
2024-01-05 03:00:00,PRIV_ESC,192.168.1.174,SERVER-9,john,0,0,,1,night,medium,1
2024-01-08 06:08:00,AUTH_FAILURE,192.168.1.160,SERVER-5,alice,1,0,,0,day,high,0
2024-01-09 11:39:00,AUTH_FAILURE,192.168.1.67,SERVER-5,root,9,0,,0,day,low,1
2024-01-05 15:18:00,PORT_SCAN,192.168.1.196,SERVER-3,alice,0,0,,0,day,critical,0
2024-01-14 19:10:00,AUTH_SUCCESS,192.168.1.35,SERVER-2,alice,0,1,,0,day,high,0
2024-01-12 00:13:00,PORT_SCAN,192.168.1.11,SERVER-5,root,0,0,,0,night,low,0
2024-01-01 19:20:00,AUTH_FAILURE,192.168.1.174,SERVER-2,bob,4,0,,0,day,high,0
2024-01-23 07:56:00,MALWARE_EXEC,192.168.1.138,SERVER-8,root,0,0,unknown.exe,0,day,low,1
2024-01-22 15:14:00,PORT_SCAN,192.168.1.246,SERVER-2,john,0,0,,0,day,critical,0
2024-01-25 12:04:00,PORT_SCAN,192.168.1.39,SERVER-8,john,0,0,,0,day,medium,1
2024-01-10 17:18:00,AUTH_SUCCESS,192.168.1.28,SERVER-7,root,0,1,,0,day,low,0
2024-01-23 11:48:00,MALWARE_EXEC,192.168.1.210,SERVER-9,root,0,0,unknown.exe,0,day,low,1
2024-01-27 16:51:00,PORT_SCAN,192.168.1.235,SERVER-5,john,0,0,,0,day,critical,0
2024-01-10 07:16:00,AUTH_FAILURE,192.168.1.20,SERVER-4,john,3,0,,0,day,medium,0
2024-01-28 18:26:00,PRIV_ESC,192.168.1.141,SERVER-5,john,0,0,,1,day,critical,1
2024-01-25 09:43:00,PRIV_ESC,192.168.1.228,SERVER-1,bob,0,0,,1,day,low,1
2024-01-18 13:02:00,AUTH_SUCCESS,192.168.1.69,SERVER-3,root,0,1,,0,day,high,0
2024-01-14 22:53:00,MALWARE_EXEC,192.168.1.192,SERVER-4,alice,0,0,unknown.exe,0,night,medium,1
2024-01-15 10:04:00,PORT_SCAN,192.168.1.179,SERVER-4,root,0,0,,0,day,medium,0
2024-01-27 09:52:00,AUTH_SUCCESS,192.168.1.187,SERVER-5,alice,0,1,,0,day,medium,0
2024-01-14 01:04:00,MALWARE_EXEC,192.168.1.209,SERVER-7,bob,0,0,unknown.exe,0,night,critical,1
2024-01-10 13:22:00,AUTH_FAILURE,192.168.1.19,SERVER-7,bob,6,0,,0,day,critical,1
2024-01-21 08:25:00,AUTH_SUCCESS,192.168.1.55,SERVER-7,john,0,1,,0,day,low,0
2024-02-02 15:23:00,PORT_SCAN,192.168.1.224,SERVER-9,alice,0,0,,0,day,medium,0
2024-01-27 23:28:00,AUTH_SUCCESS,192.168.1.135,SERVER-8,root,0,1,,0,night,high,0
2024-01-02 10:00:00,PORT_SCAN,192.168.1.128,SERVER-2,alice,0,0,,0,day,critical,0
2024-01-15 21:18:00,AUTH_SUCCESS,192.168.1.93,SERVER-1,alice,0,1,,0,night,critical,0
2024-01-20 16:47:00,AUTH_FAILURE,192.168.1.61,SERVER-8,root,2,0,,0,day,high,0
2024-01-08 06:19:00,AUTH_FAILURE,192.168.1.124,SERVER-10,john,5,0,,0,day,critical,0
2024-01-22 00:21:00,MALWARE_EXEC,192.168.1.36,SERVER-5,john,0,0,unknown.exe,0,night,high,1
2024-01-28 21:37:00,PORT_SCAN,192.168.1.143,SERVER-1,alice,0,0,,0,night,critical,0
2024-01-24 14:21:00,MALWARE_EXEC,192.168.1.202,SERVER-4,alice,0,0,unknown.exe,0,day,low,1
2024-02-01 22:15:00,PORT_SCAN,192.168.1.118,SERVER-2,alice,0,0,,0,night,critical,0
2024-01-17 08:40:00,MALWARE_EXEC,192.168.1.118,SERVER-10,alice,0,0,unknown.exe,0,day,critical,1
2024-02-03 14:40:00,MALWARE_EXEC,192.168.1.192,SERVER-5,john,0,0,unknown.exe,0,day,high,1
2024-02-02 02:29:00,PORT_SCAN,192.168.1.94,SERVER-6,alice,0,0,,0,night,medium,0
2024-01-19 08:07:00,AUTH_FAILURE,192.168.1.96,SERVER-4,bob,10,0,,0,day,high,1
2024-02-02 15:44:00,AUTH_FAILURE,192.168.1.65,SERVER-9,root,2,0,,0,day,high,0
2024-01-17 04:35:00,PORT_SCAN,192.168.1.162,SERVER-2,root,0,0,,0,night,medium,0
2024-01-05 20:09:00,PRIV_ESC,192.168.1.65,SERVER-3,alice,0,0,,1,day,critical,1
2024-01-15 14:58:00,PRIV_ESC,192.168.1.110,SERVER-5,root,0,0,,1,day,critical,1
2024-01-13 14:33:00,PRIV_ESC,192.168.1.202,SERVER-5,john,0,0,,1,day,medium,1
2024-01-06 15:05:00,PORT_SCAN,192.168.1.252,SERVER-4,bob,0,0,,0,day,high,1
2024-01-13 02:19:00,PRIV_ESC,192.168.1.73,SERVER-2,bob,0,0,,1,night,high,1
2024-01-03 14:15:00,PRIV_ESC,192.168.1.148,SERVER-8,bob,0,0,,1,day,medium,1
2024-02-02 09:04:00,MALWARE_EXEC,192.168.1.114,SERVER-3,alice,0,0,unknown.exe,0,day,high,1
2024-01-16 05:59:00,MALWARE_EXEC,192.168.1.170,SERVER-8,bob,0,0,unknown.exe,0,night,high,1
2024-01-04 01:19:00,MALWARE_EXEC,192.168.1.1,SERVER-1,alice,0,0,unknown.exe,0,night,medium,1
2024-01-29 23:03:00,AUTH_FAILURE,192.168.1.170,SERVER-9,root,5,0,,0,night,medium,0
2024-01-06 15:36:00,PORT_SCAN,192.168.1.36,SERVER-9,root,0,0,,0,day,low,1
2024-01-02 20:37:00,PORT_SCAN,192.168.1.183,SERVER-1,bob,0,0,,0,day,high,0
2024-01-11 00:42:00,PRIV_ESC,192.168.1.13,SERVER-5,john,0,0,,1,night,low,1
2024-01-24 17:26:00,AUTH_SUCCESS,192.168.1.153,SERVER-4,alice,0,1,,0,day,critical,0
2024-01-15 12:54:00,MALWARE_EXEC,192.168.1.6,SERVER-8,root,0,0,unknown.exe,0,day,medium,1
2024-01-01 14:45:00,AUTH_SUCCESS,192.168.1.177,SERVER-4,root,0,1,,0,day,medium,0
2024-01-31 04:03:00,AUTH_FAILURE,192.168.1.200,SERVER-4,root,7,0,,0,night,medium,1
2024-01-01 00:48:00,AUTH_FAILURE,192.168.1.58,SERVER-9,alice,3,0,,0,night,low,0
2024-01-12 00:22:00,AUTH_FAILURE,192.168.1.242,SERVER-10,bob,2,0,,0,night,critical,0
2024-01-30 09:58:00,MALWARE_EXEC,192.168.1.71,SERVER-8,alice,0,0,unknown.exe,0,day,high,1
2024-02-02 01:39:00,PRIV_ESC,192.168.1.60,SERVER-6,bob,0,0,,1,night,high,1
2024-01-16 13:48:00,AUTH_SUCCESS,192.168.1.144,SERVER-3,bob,0,1,,0,day,medium,0
2024-01-24 15:52:00,PORT_SCAN,192.168.1.46,SERVER-2,john,0,0,,0,day,high,0
2024-01-17 21:11:00,AUTH_SUCCESS,192.168.1.173,SERVER-1,bob,0,1,,0,night,high,0
2024-01-01 10:59:00,PORT_SCAN,192.168.1.208,SERVER-1,bob,0,0,,0,day,high,1
2024-01-19 04:30:00,PRIV_ESC,192.168.1.65,SERVER-4,john,0,0,,1,night,medium,1
2024-01-07 05:51:00,MALWARE_EXEC,192.168.1.150,SERVER-7,bob,0,0,unknown.exe,0,night,low,1
2024-01-14 21:39:00,PORT_SCAN,192.168.1.232,SERVER-3,bob,0,0,,0,night,high,0
2024-01-18 21:32:00,AUTH_SUCCESS,192.168.1.233,SERVER-10,alice,0,1,,0,night,high,0
2024-01-07 17:31:00,PORT_SCAN,192.168.1.224,SERVER-1,john,0,0,,0,day,low,0
2024-02-03 20:24:00,PORT_SCAN,192.168.1.153,SERVER-5,root,0,0,,0,day,medium,0
2024-01-17 02:42:00,MALWARE_EXEC,192.168.1.55,SERVER-7,root,0,0,unknown.exe,0,night,low,1
2024-01-06 17:01:00,PORT_SCAN,192.168.1.91,SERVER-9,alice,0,0,,0,day,critical,1
